State,Region,City,seller_type,name
Texas,Central,Garland,Individual,Mahindra Bolero 2011-2019 mHAWK D70 ZLX
Texas,Central,Georgetown,Individual,Mahindra Scorpio 2.6 CRDe
Texas,Central,Grand Prairie,Individual,Tata Safari DICOR 2.2 EX 4x2
Texas,Central,Grand Prairie,Individual,Maruti Ignis 1.2 Zeta BSIV
Texas,Central,Grand Prairie,Individual,Maruti Alto K10 2010-2014 VXI
Texas,Central,Grand Prairie,Individual,Mahindra Bolero 2011-2019 ZLX
Texas,Central,Grand Prairie,Individual,Honda Jazz VX CVT
Texas,Central,Georgetown,Individual,Volkswagen Vento 1.5 TDI Highline
Texas,Central,Garland,Individual,Honda Jazz 1.5 VX i DTEC
Illinois,Central,Alton,Individual,Volkswagen Polo 1.5 TDI Comfortline
Illinois,Central,Alton,Individual,Maruti Swift Ldi BSIII
Illinois,Central,Arlington Heights,Individual,Mahindra Quanto C4
Illinois,Central,Arlington Heights,Individual,Chevrolet Beat Diesel LT
Illinois,Central,Alton,Individual,Toyota Innova 2.5 G (Diesel) 8 Seater
Pennsylvania,East,State College,Individual,Maruti Wagon R VXI 1.2
Pennsylvania,East,State College,Individual,Hyundai i10 Sportz
Pennsylvania,East,Radnor,Individual,Maruti Ertiga VDI
Pennsylvania,East,Scranton,Individual,Maruti Wagon R CNG LXI
Pennsylvania,East,Scranton,Individual,Maruti Zen LXi - BS III
Pennsylvania,East,State College,Individual,Maruti SX4 Zxi with Leather BSIII
Pennsylvania,East,Scranton,Dealer,Honda Brio Exclusive Edition
Pennsylvania,East,Reading,Individual,Maruti Swift VDI
Pennsylvania,East,Reading,Dealer,Hyundai Grand i10 AT Asta
Pennsylvania,East,State College,Individual,Tata Indica V2 eLX
Pennsylvania,East,Scranton,Individual,Hyundai EON Era Plus
Pennsylvania,East,Wilkes Barre,Individual,Hyundai i20 1.2 Sportz
Pennsylvania,East,Reading,Individual,Hyundai i20 1.2 Sportz
Missouri,Central,Ferguson,Individual,Fiat Linea 1.3 Active
Missouri,Central,Ferguson,Individual,Maruti 800 Std
Missouri,Central,Ferguson,Individual,Maruti Ertiga VXI Petrol
Missouri,Central,Ferguson,Individual,Maruti Celerio X ZXI
Pennsylvania,East,Harrisburg,Individual,Maruti Wagon R LXI BS IV
Pennsylvania,East,Erie,Individual,Maruti Omni 5 Str STD
Oregon,West,Coos Bay,Individual,Mahindra Scorpio S2 7 Seater
Oregon,West,Coos Bay,Individual,Chevrolet Spark 1.0 LS
Missouri,Central,Ferguson,Individual,Maruti Alto LX
Texas,Central,Deer Park,Individual,Hyundai Accent GLE
Tennessee,South,Farragut,Individual,Tata Indigo CS eLS BS IV
Texas,Central,Deer Park,Individual,Tata Indigo eCS LX BSIV
Texas,Central,Deer Park,Individual,Maruti Swift Dzire VXi
Virginia,South,Blacksburg,Individual,Hyundai Creta 1.4 E Plus
Virginia,South,Blacksburg,Individual,Tata Indigo eCS LX BSIV
Virginia,South,Charlottesville,Individual,Maruti Zen LX
Virginia,South,Charlottesville,Individual,Honda Amaze S i-Dtech
Virginia,South,Burke,Individual,Hyundai i10 Magna
Virginia,South,Burke,Individual,Maruti Swift Vdi BSIII
Virginia,South,Blacksburg,Individual,Hyundai i20 Active 1.2 S
Virginia,South,Chesapeake,Individual,Hyundai i20 1.2 Magna
Virginia,South,Burke,Individual,Hyundai i20 Asta 1.2
Virginia,South,Charlottesville,Individual,Hyundai Elantra SX
Virginia,South,Charlottesville,Individual,Hyundai Grand i10 Sportz
Virginia,South,Burke,Individual,Maruti Alto LXi
Virginia,South,Charlottesville,Individual,Maruti Alto LX
Virginia,South,Blacksburg,Individual,Tata Tiago 1.2 Revotron XZ
South Carolina,South,Taylors,Individual,Maruti Swift Dzire VDI
California,West,South Lake Tahoe,Individual,Maruti Swift Dzire ZXI
Oregon,West,Pendleton,Individual,Maruti Swift ZXI Plus
California,West,South Lake Tahoe,Individual,Ford Freestyle Titanium Diesel BSIV
Connecticut,East,Seymour,Individual,Chevrolet Spark 1.0 LT
California,West,South Lake Tahoe,Individual,Renault KWID RXT
New Jersey,East,East Brunswick,Individual,Hyundai Verna 1.4 CX
California,West,South Lake Tahoe,Individual,Maruti Wagon R PRIMEA
Oregon,West,Pendleton,Individual,Mahindra Xylo D4 BSIV
Oregon,West,Pendleton,Individual,Hyundai Santro Xing (Non-AC)
South Carolina,South,Taylors,Individual,Mahindra Bolero 2011-2019 SLX
South Carolina,South,Taylors,Individual,Maruti Swift VXI
New Jersey,East,New Brunswick,Dealer,Ford Ecosport 1.5 DV5 MT Trend
Massachusetts,East,Dennis,Dealer,Ford EcoSport 1.5 TDCi Titanium BE BSIV
New Jersey,East,Palisades Park,Dealer,Nissan Kicks XL BSIV
New Jersey,East,Lindenwold,Dealer,Ford Figo Diesel Titanium
South Carolina,South,Taylors,Dealer,Ford Figo 1.5D Trend MT
California,West,South Lake Tahoe,Dealer,Maruti Swift Dzire AMT VXI
Oregon,West,Pendleton,Dealer,Ford Figo Diesel EXI Option
Oregon,West,Pendleton,Dealer,Maruti Wagon R LXI BS IV
Oregon,West,Pendleton,Dealer,Ford Freestyle Trend Diesel
California,West,South Lake Tahoe,Dealer,Ford Figo Aspire 1.5 TDCi Trend
Virginia,South,Petersburg,Dealer,Renault Duster 85PS Diesel RxE Adventure
Virginia,South,Portsmouth,Dealer,Maruti Ritz VXi
Virginia,South,Portsmouth,Dealer,Hyundai Grand i10 CRDi Sportz
Virginia,South,Richmond,Dealer,Maruti Ritz LDi
Virginia,South,Petersburg,Individual,Tata Safari DICOR 2.2 EX 4x2
Virginia,South,Petersburg,Individual,Hyundai Verna CRDi SX
Virginia,South,Oakton,Individual,Maruti Swift VDI BSIV
Virginia,South,Petersburg,Individual,Hyundai Xcent 1.1 CRDi S
Virginia,South,Portsmouth,Individual,Maruti Ertiga SHVS VDI
Virginia,South,Richmond,Individual,Maruti Swift Dzire VDI
Virginia,South,Petersburg,Individual,Tata Tigor 1.2 Revotron XZ Option
Virginia,South,Oakton,Individual,Ford Figo Aspire 1.2 Ti-VCT Trend
Virginia,South,Oakton,Individual,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta
Virginia,South,Richmond,Individual,Mahindra Quanto C6
Maine,East,Sanford,Individual,Toyota Etios Cross 1.2L G
Connecticut,East,Bristol,Individual,Mahindra Scorpio S7 120
New York,East,Albany,Individual,Mahindra TUV 300 T8
Virginia,South,Portsmouth,Individual,Chevrolet Optra Magnum 2.0 LS
Virginia,South,Portsmouth,Individual,Hyundai Santa Fe 4X4
California,West,Temecula,Individual,Ford Aspire Trend Diesel BSIV
California,West,Temecula,Individual,Toyota Innova 2.5 V Diesel 8-seater
Arizona,West,Tucson,Individual,Honda Brio V MT
Arizona,West,Tucson,Individual,Tata Tiago 1.2 Revotron XZ
Arizona,West,Tucson,Individual,Hyundai Creta 1.6 VTVT E Plus
Arkansas,South,Benton,Individual,Hyundai i10 Sportz 1.1L
Arkansas,South,Benton,Individual,Toyota Innova 2.5 G (Diesel) 8 Seater
California,West,Temecula,Individual,Honda City i DTEC SV
California,West,Temecula,Individual,Hyundai EON Era Plus
Arizona,West,Yuma,Individual,Chevrolet Sail Hatchback Petrol LS ABS
Arizona,West,Tucson,Individual,Hyundai i10 Sportz
Arizona,West,Yuma,Individual,Maruti Baleno LXI
Arkansas,South,Bella Vista,Individual,Chevrolet Captiva 2.2 LTZ AWD
Arkansas,South,Bella Vista,Individual,Tata Bolt Quadrajet XE
Arizona,West,Surprise,Individual,Honda City i VTEC V
Arkansas,South,Bella Vista,Individual,Mahindra XUV500 W8 2WD
Arizona,West,Yuma,Individual,Hyundai i20 1.2 Asta Dual Tone
Arkansas,South,Bella Vista,Individual,Ford Figo Aspire 1.2 Ti-VCT Sports Edition
Arizona,West,Tucson,Individual,Hyundai Verna 1.6 SX
Arkansas,South,Benton,Individual,Datsun RediGO 1.0 T Option
Arkansas,South,Benton,Individual,Ford Ikon 1.6 Nxt
Arizona,West,Yuma,Individual,Tata Nano LX
Arizona,West,Yuma,Individual,Honda City 2017-2020 GXi
Arizona,West,Tempe,Individual,Maruti 800 DX
Arkansas,South,Bella Vista,Individual,Hyundai Verna 1.6 Xi ABS
Arkansas,South,Bella Vista,Individual,Hyundai Creta 1.6 CRDi SX
Arizona,West,Tucson,Individual,Tata Tiago 1.2 Revotron XM
Arizona,West,Tucson,Individual,Ford Fiesta Diesel Style
Arizona,West,Tempe,Individual,Tata Tiago 1.2 Revotron XM
Arizona,West,Tempe,Individual,Chevrolet Spark 1.0
Arizona,West,Tempe,Individual,Maruti Ertiga SHVS VDI
Arizona,West,Tempe,Individual,Mahindra Scorpio S2 9 Seater
Arizona,West,Surprise,Individual,Mahindra Scorpio LX
Arizona,West,Tempe,Individual,Ford Fusion Plus 1.4 TDCi Diesel
Arizona,West,Tempe,Individual,Tata Aria Pure LX 4x2
California,West,Temecula,Individual,Maruti Swift VXI
California,West,Temecula,Individual,Hyundai i10 Sportz
Illinois,Central,Naperville,Individual,Hyundai Grand i10 Sportz
Illinois,Central,Naperville,Individual,Hyundai i10 Magna
Illinois,Central,Mundelein,Individual,Hyundai i20 Magna
Maine,East,Sanford,Individual,Maruti Swift Dzire ZDI
Illinois,Central,Naperville,Individual,Tata Nexon 1.2 Revotron XZA Plus
Illinois,Central,Naperville,Individual,Mahindra Bolero 2011-2019 ZLX
Illinois,Central,Naperville,Individual,Hyundai i10 Sportz
Illinois,Central,Naperville,Individual,Maruti Alto 800 LX
New Jersey,East,Cranford,Individual,Maruti Wagon R LXI Minor
New Hampshire,East,Laconia,Individual,Maruti Wagon R LXI Minor
New Hampshire,East,Londonderry,Individual,Tata Safari Storme VX Varicor 400
Illinois,Central,Mundelein,Individual,Maruti Ertiga VDI
Illinois,Central,Normal,Dealer,Tata Nano Lx BSIV
Illinois,Central,Normal,Dealer,Maruti Omni E 8 Str STD
Illinois,Central,Mundelein,Dealer,Maruti Omni E 8 Str STD
Illinois,Central,Mundelein,Dealer,Tata Indica V2 eXeta GLS
Illinois,Central,Mount Prospect,Dealer,Chevrolet Beat Diesel LT
Illinois,Central,Mount Prospect,Dealer,Chevrolet Spark 1.0 LT
Illinois,Central,Normal,Dealer,Maruti 800 Std BSIII
Illinois,Central,Mundelein,Dealer,Maruti 800 AC
Illinois,Central,Mundelein,Dealer,Maruti Alto LXi BSIII
Maine,East,Gorham,Individual,Mahindra Ssangyong Rexton RX7
California,West,Twentynine Palms,Dealer,Maruti Wagon R LXI BS IV
California,West,Twentynine Palms,Dealer,Maruti Omni 8 Seater BSIV
New Hampshire,East,Derry,Individual,Mahindra XUV500 AT W6 2WD
California,West,Twentynine Palms,Individual,Maruti Ertiga SHVS VDI
California,West,Twentynine Palms,Individual,Renault KWID 1.0 RXT Optional
California,West,Twentynine Palms,Individual,Ford Classic 1.6 Duratec Titanium
Alabama,South,Birmingham,Individual,Mahindra Quanto C6
Alabama,South,Decatur,Individual,Maruti Swift VXI with ABS
Alabama,South,Decatur,Individual,Maruti Alto LX
Alabama,South,Decatur,Individual,Mahindra Bolero Power Plus SLE
North Carolina,South,Eden,Individual,Maruti Alto K10 VXI
Alabama,South,Birmingham,Individual,Maruti Alto 800 LXI
Alabama,South,Birmingham,Individual,Toyota Innova 2.5 VX 8 STR BSIV
Alabama,South,Birmingham,Individual,Chevrolet Aveo U-VA 1.2
Alabama,South,Bessemer,Individual,Maruti Wagon R LXI CNG
Alabama,South,Decatur,Individual,Hyundai i20 1.2 Magna Executive
Alabama,South,Decatur,Individual,Mahindra Scorpio 1.99 S6 Plus
North Carolina,South,Eden,Individual,Hyundai Santro Xing GLS LPG
Alabama,South,Birmingham,Individual,Maruti Swift Dzire VDi
Alabama,South,Bessemer,Individual,Hyundai i10 Magna
North Carolina,South,Eden,Individual,Maruti Alto LXi
Indiana,Central,Indianapolis,Individual,Maruti Swift VDI BSIV
Indiana,Central,Jeffersonville,Individual,Toyota Innova 2.5 GX (Diesel) 7 Seater
Indiana,Central,Indianapolis,Individual,Hyundai Grand i10 Sportz
Indiana,Central,Jeffersonville,Individual,Renault Duster 85PS Diesel RxL
Indiana,Central,Jeffersonville,Individual,Maruti Swift VDI
Indiana,Central,Kokomo,Individual,Maruti Swift VDI
Indiana,Central,Kokomo,Individual,Maruti Zen LX
Indiana,Central,Kokomo,Individual,Maruti Ritz LDi
Indiana,Central,Kokomo,Individual,Maruti Swift VDI BSIV
Indiana,Central,Indianapolis,Individual,Maruti Celerio ZXI
Indiana,Central,Kokomo,Individual,Hyundai Grand i10 Magna
Indiana,Central,Lafayette,Individual,Hyundai i20 1.2 Asta Dual Tone
Indiana,Central,Lafayette,Individual,Chevrolet Beat Diesel
New York,East,Syracuse,Individual,Maruti Alto K10 2010-2014 VXI
New York,East,Syracuse,Individual,Maruti Alto LXi BSIII
New York,East,Smithtown,Individual,Hyundai Grand i10 CRDi Asta
Minnesota,Central,Prior Lake,Individual,Maruti Alto LXi
Minnesota,Central,Prior Lake,Individual,Maruti Alto K10 VXI Optional
Minnesota,Central,Prior Lake,Individual,Hyundai Verna 1.6 CRDI
Minnesota,Central,Prior Lake,Individual,Datsun RediGO T Option
New York,East,Smithtown,Individual,Hyundai Grand i10 Magna
New York,East,Smithtown,Individual,Ford Figo Diesel EXI
New York,East,Smithtown,Individual,Hyundai Grand i10 1.2 Kappa Asta
New York,East,Smithtown,Individual,Maruti Ertiga VDI
New York,East,Syracuse,Individual,Maruti Swift Dzire VDI
Minnesota,Central,Prior Lake,Individual,Renault KWID Climber 1.0 MT
Massachusetts,East,Webster,Individual,Maruti Wagon R LXI LPG BSIV
Connecticut,East,Seymour,Individual,Maruti Swift Dzire VDI
California,West,Carlsbad,Individual,Maruti Swift Dzire VDI
California,West,Carlsbad,Individual,Maruti Wagon R LXI
California,West,Carlsbad,Individual,Renault Duster 85PS Diesel RxL Optional
California,West,Carlsbad,Individual,Hyundai EON Era Plus
Rhode Island,East,Westerly,Individual,Hyundai Grand i10 Sportz
Massachusetts,East,Boston,Individual,Maruti Eeco CNG 5 Seater AC BSIV
New Jersey,East,South Plainfield,Individual,Toyota Etios Cross 1.4L GD
New Jersey,East,Asbury Park,Individual,Maruti Wagon R LXI CNG
California,West,Carlsbad,Individual,Maruti Ritz VXi (ABS) BS IV
Rhode Island,East,Middletown,Individual,Maruti Eeco 7 Seater Standard BSIV
Vermont,East,Burlington,Individual,Toyota Etios Diesel TRD Sportivo
Massachusetts,East,Southbridge,Individual,Renault Fluence 1.5
Massachusetts,East,Foxborough,Individual,Honda City VX CVT
Connecticut,East,Seymour,Individual,Honda Amaze VX i-DTEC
Massachusetts,East,Quincy,Individual,Toyota Corolla AE
Massachusetts,East,Dracut,Individual,Toyota Fortuner 4x4 MT
California,West,Carlsbad,Individual,Hyundai Santro Sportz BSIV
Connecticut,East,Madison,Individual,Mahindra XUV500 W4
Vermont,East,Rutland,Individual,Chevrolet Beat LT
Louisiana,South,New Iberia,Individual,Mahindra Scorpio Intelli Hybrid S10
Louisiana,South,New Iberia,Individual,Maruti Swift VDI
Louisiana,South,New Iberia,Individual,Chevrolet Optra Magnum 2.0 LT
Louisiana,South,Monroe,Individual,Maruti Ritz VDi
Louisiana,South,Monroe,Individual,Toyota Corolla Altis Diesel D4DG
Louisiana,South,Monroe,Individual,Maruti Alto K10 2010-2014 VXI
Louisiana,South,New Iberia,Individual,Maruti Alto LXi
Louisiana,South,Monroe,Individual,Chevrolet Beat Diesel LT
Utah,West,Roy,Individual,Renault Duster 85PS Diesel RxL Plus
Utah,West,Roy,Individual,Hyundai Grand i10 1.2 Kappa Sportz Option
Nebraska,Central,Papillion,Individual,Toyota Etios Liva VD
Utah,West,Roy,Individual,Honda City i DTEC SV
Nebraska,Central,Papillion,Individual,Mahindra XUV500 W4
Utah,West,Roy,Individual,Honda City i DTEC SV
Utah,West,Roy,Individual,Chevrolet Spark 1.0 PS
Utah,West,Roy,Individual,Chevrolet Tavera Neo 3 LS 9 Str BSIII
Michigan,Central,Southgate,Individual,Maruti SX4 ZXI MT BSIV Leather
Michigan,Central,Sterling Heights,Individual,Tata Xenon XT EX 4X4
Michigan,Central,Southgate,Individual,Mahindra KUV 100 mFALCON G80 K8
Michigan,Central,Southgate,Individual,Tata Indica Vista Terra 1.4 TDI
Michigan,Central,Southgate,Individual,Hyundai Verna 1.6 VGT CRDi
Michigan,Central,Sterling Heights,Individual,Chevrolet Beat LS
Michigan,Central,Sterling Heights,Individual,Tata Manza Aura (ABS) Quadrajet BS IV
Michigan,Central,Shelby,Individual,Maruti Alto 800 LXI
Michigan,Central,Southfield,Individual,Renault KWID RXL
Michigan,Central,Sterling Heights,Individual,Mahindra Bolero Power Plus ZLX
Michigan,Central,Southgate,Individual,Maruti Alto K10 VXI
Michigan,Central,Southfield,Individual,Maruti Wagon R LXI CNG
Michigan,Central,Southfield,Individual,Maruti Swift Dzire VXI 1.2 BS IV
Michigan,Central,Southgate,Individual,Maruti Swift Dzire VDI
California,West,Concord,Individual,Maruti Alto K10 VXI AGS
California,West,Costa Mesa,Individual,Chevrolet Beat Diesel LT
California,West,Concord,Individual,Hyundai Verna VTVT 1.6 AT SX Option
Wyoming,West,Rock Springs,Individual,Maruti Wagon R Duo Lxi
California,West,Concord,Individual,Maruti Swift VDI Optional
California,West,Costa Mesa,Individual,Mahindra XUV500 W8 2WD
Arkansas,South,Cabot,Individual,Mahindra Bolero Power Plus ZLX
Arkansas,South,Cabot,Individual,Hyundai Xcent 1.2 Kappa SX Option
Wyoming,West,Rock Springs,Individual,Hyundai Verna 1.4 CRDi
Massachusetts,East,Amesbury,Individual,Toyota Innova 2.5 VX (Diesel) 7 Seater
